1000.0000000	2.1524E-05
1000.0100000	2.15207E-05
1000.0200000	2.15173E-05
1000.0300000	2.15141E-05
1000.0400000	2.15108E-05
1000.0500000	2.15076E-05
1000.0600000	2.15044E-05
1000.0700000	2.15012E-05
1000.0800000	2.14981E-05
1000.0900000	2.1495E-05
1000.1000000	2.1492E-05
1000.1100000	2.1489E-05
1000.1200000	2.1486E-05
1000.1300000	2.1483E-05
1000.1400000	2.14801E-05
1000.1500000	2.14772E-05
1000.1600000	2.14743E-05
1000.1700000	2.14715E-05
1000.1800000	2.14687E-05
1000.1900000	2.14659E-05
1000.2000000	2.14632E-05
1000.2100000	2.14605E-05
1000.2200000	2.14578E-05
1000.2300000	2.14552E-05
1000.2400000	2.14526E-05
1000.2500000	2.145E-05
1000.2600000	2.14475E-05
1000.2700000	2.1445E-05
1000.2800000	2.14425E-05
1000.2900000	2.14401E-05
1000.3000000	2.14377E-05
1000.3100000	2.14353E-05
1000.3200000	2.14329E-05
1000.3300000	2.14306E-05
1000.3400000	2.14284E-05
1000.3500000	2.14261E-05
1000.3600000	2.14239E-05
1000.3700000	2.14217E-05
1000.3800000	2.14196E-05
1000.3900000	2.14174E-05
1000.4000000	2.14153E-05
1000.4100000	2.14133E-05
1000.4200000	2.14113E-05
1000.4300000	2.14093E-05
1000.4400000	2.14073E-05
1000.4500000	2.14054E-05
1000.4600000	2.14035E-05
1000.4700000	2.14016E-05
1000.4800000	2.13998E-05
1000.4900000	2.1398E-05
1000.5000000	2.13962E-05
1000.5100000	2.13945E-05
1000.5200000	2.13928E-05
1000.5300000	2.13911E-05
1000.5400000	2.13895E-05
1000.5500000	2.13879E-05
1000.5600000	2.13863E-05
1000.5700000	2.13848E-05
1000.5800000	2.13832E-05
1000.5900000	2.13818E-05
1000.6000000	2.13803E-05
1000.6100000	2.13789E-05
1000.6200000	2.13775E-05
1000.6300000	2.13762E-05
1000.6400000	2.13748E-05
1000.6500000	2.13736E-05
1000.6600000	2.13723E-05
1000.6700000	2.13711E-05
1000.6800000	2.13699E-05
1000.6900000	2.13687E-05
1000.7000000	2.13676E-05
1000.7100000	2.13665E-05
1000.7200000	2.13654E-05
1000.7300000	2.13644E-05
1000.7400000	2.13634E-05
1000.7500000	2.13624E-05
1000.7600000	2.13615E-05
1000.7700000	2.13606E-05
1000.7800000	2.13597E-05
1000.7900000	2.13589E-05
1000.8000000	2.13581E-05
1000.8100000	2.13573E-05
1000.8200000	2.13565E-05
1000.8300000	2.13558E-05
1000.8400000	2.13551E-05
1000.8500000	2.13545E-05
1000.8600000	2.13539E-05
1000.8700000	2.13533E-05
1000.8800000	2.13527E-05
1000.8900000	2.13522E-05
1000.9000000	2.13517E-05
1000.9100000	2.13512E-05
1000.9200000	2.13508E-05
1000.9300000	2.13504E-05
1000.9400000	2.13501E-05
1000.9500000	2.13497E-05
1000.9600000	2.13494E-05
1000.9700000	2.13491E-05
1000.9800000	2.13489E-05
1000.9900000	2.13487E-05
1001.0000000	2.13485E-05
1001.0100000	2.13484E-05
1001.0200000	2.13483E-05
1001.0300000	2.13482E-05
1001.0400000	2.13481E-05
1001.0500000	2.13481E-05
1001.0600000	2.13481E-05
1001.0700000	2.13482E-05
1001.0800000	2.13483E-05
1001.0900000	2.13484E-05
1001.1000000	2.13485E-05
1001.1100000	2.13487E-05
1001.1200000	2.13489E-05
1001.1300000	2.13491E-05
1001.1400000	2.13494E-05
1001.1500000	2.13497E-05
1001.1600000	2.13501E-05
1001.1700000	2.13504E-05
1001.1800000	2.13508E-05
1001.1900000	2.13512E-05
1001.2000000	2.13517E-05
1001.2100000	2.13522E-05
1001.2200000	2.13527E-05
1001.2300000	2.13533E-05
1001.2400000	2.13539E-05
1001.2500000	2.13545E-05
1001.2600000	2.13551E-05
1001.2700000	2.13558E-05
1001.2800000	2.13565E-05
1001.2900000	2.13573E-05
1001.3000000	2.13581E-05
1001.3100000	2.13589E-05
1001.3200000	2.13597E-05
1001.3300000	2.13606E-05
1001.3400000	2.13615E-05
1001.3500000	2.13624E-05
1001.3600000	2.13634E-05
1001.3700000	2.13644E-05
1001.3800000	2.13654E-05
1001.3900000	2.13665E-05
1001.4000000	2.13676E-05
1001.4100000	2.13687E-05
1001.4200000	2.13699E-05
1001.4300000	2.13711E-05
1001.4400000	2.13723E-05
1001.4500000	2.13736E-05
